ĐỀ MỤC,CHỦ ĐỀ CON,MÃ SỐ,CÂU HỎI,CÂU TRẢ LỜI,keywords
Nhiễm trùng miệng và chậm lành vết thương,,Q013,Vai trò của kháng sinh trong điều trị nhiễm trùng vùng hàm mặt là gì?,"Tiêu diệt vi khuẩn gây bệnh, kiểm soát nhiễm trùng, thường kết hợp với can thiệp loại bỏ nguyên nhân.",Kháng sinh; Nhiễm trùng hàm mặt; Điều trị nhiễm khuẩn; Chỉ định kháng sinh; Vai trò kháng sinh; Quản lý nhiễm trùng; Kháng sinh răng miệng; Phác đồ kháng sinh
Nhiễm trùng miệng và chậm lành vết thương,,Q014,Nguyên tắc lựa chọn kháng sinh điều trị nhiễm trùng vùng hàm mặt?,"Phủ cả vi khuẩn Gram dương và Gram âm kỵ khí, chọn theo mức độ nhiễm trùng và bệnh toàn thân.",lựa chọn kháng sinh; kháng sinh hàm mặt; nguyên tắc kháng sinh; điều trị nhiễm trùng; kháng sinh phổ rộng; kháng sinh đặc hiệu; kháng sinh dự phòng
Nhiễm trùng miệng và chậm lành vết thương,,Q015,Khi nào cần dẫn lưu áp xe?,"Khi có ổ mủ khu trú được xác định lâm sàng hoặc trên hình ảnh, nhằm loại bỏ nguồn nhiễm.",Dẫn lưu áp xe; Rạch dẫn lưu; Chỉ định dẫn lưu; Ổ mủ; Áp xe miệng; Điều trị áp xe; Tụ mủ; Nhiễm trùng khu trú
Nhiễm trùng miệng và chậm lành vết thương,,Q016,Điều trị nguyên nhân sâu xa của nhiễm trùng vùng hàm mặt gồm những gì?,"Điều trị sâu răng, viêm nha chu, viêm tủy, loại bỏ răng nguyên nhân nếu cần.",nhiễm trùng hàm mặt; nguyên nhân nhiễm trùng; điều trị nguyên nhân; sâu răng; viêm nha chu; viêm tủy; nhổ răng; ổ nhiễm trùng
Nhiễm trùng miệng và chậm lành vết thương,,Q017,Nhiễm trùng vùng hàm mặt có thể gây biến chứng toàn thân nào?,"Nhiễm trùng huyết, viêm trung thất, viêm màng não, tắc nghẽn đường thở.",biến chứng toàn thân; nhiễm trùng huyết; viêm nội tâm mạc; viêm xoang; nhiễm trùng não; viêm mô tế bào; áp xe não; nhiễm trùng sâu
Nhiễm trùng miệng và chậm lành vết thương,,Q018,Khi nào nhiễm trùng vùng hàm mặt là cấp cứu?,"Khi có khó thở, khó nuốt, sưng lan nhanh, sốt cao, hoặc dấu hiệu nhiễm trùng huyết.",nhiễm trùng hàm mặt; cấp cứu hàm mặt; khó thở; khó nuốt; sưng lan nhanh; sốt cao; nhiễm trùng huyết; dấu hiệu nguy hiểm; viêm cấp tính
Nhiễm trùng miệng và chậm lành vết thương,,Q019,Bác sĩ RHM cần phối hợp với chuyên khoa nào trong điều trị nhiễm trùng vùng hàm mặt nặng?,"Tai Mũi Họng, Ngoại Hàm Mặt, Hồi sức – Cấp cứu, Nội tiết (nếu bệnh nhân có ĐTĐ).",nhiễm trùng hàm mặt; phối hợp chuyên khoa; điều trị nhiễm trùng nặng; tai mũi họng; ngoại hàm mặt; hồi sức cấp cứu; nội tiết; đa chuyên khoa; viêm nhiễm vùng hàm mặt
Nhiễm trùng miệng và chậm lành vết thương,,Q020,Làm thế nào để phòng ngừa nhiễm trùng vùng hàm mặt?,"Duy trì vệ sinh răng miệng tốt, điều trị sớm các bệnh răng miệng, kiểm soát bệnh toàn thân.",phòng ngừa nhiễm trùng; vệ sinh răng miệng; chăm sóc vết thương; kiểm soát bệnh nền; kháng sinh dự phòng; vệ sinh vô trùng; tiêm chủng
Nhiễm trùng miệng và chậm lành vết thương,,Q021,"Ở bệnh nhân ĐTĐ, phòng ngừa nhiễm trùng vùng hàm mặt cần chú ý gì?","Kiểm soát đường huyết tốt, khám răng định kỳ, xử trí sớm các ổ nhiễm răng miệng.",đái tháo đường; phòng ngừa nhiễm trùng; nhiễm trùng hàm mặt; kiểm soát đường huyết; chăm sóc răng miệng; biến chứng tiểu đường; chậm lành vết thương; ổ nhiễm răng
Nhiễm trùng miệng và chậm lành vết thương,,Q022,Vai trò của đánh giá toàn thân trước khi điều trị nhiễm trùng vùng hàm mặt là gì?,"Xác định bệnh nền, nguy cơ biến chứng và lựa chọn phương pháp điều trị an toàn.",Đánh giá toàn thân; khám toàn thân; tiền sử bệnh; bệnh nền; nhiễm trùng hàm mặt; nguy cơ biến chứng; an toàn điều trị; yếu tố hệ thống
Nhiễm trùng miệng và chậm lành vết thương,,Q023,Có nên trì hoãn điều trị nha khoa khi bệnh nhân đang nhiễm trùng cấp tính vùng hàm mặt?,"Có, trừ khi can thiệp dẫn lưu hoặc loại bỏ nguyên nhân cấp cứu.",trì hoãn điều trị; nhiễm trùng cấp tính; hoãn nha khoa; điều trị khẩn cấp; ổn định nhiễm trùng; nguy cơ lây lan; chống nhiễm trùng
Nhiễm trùng miệng và chậm lành vết thương,,Q024,Những dấu hiệu nào cho thấy nhiễm trùng vùng hàm mặt đang lan rộng?,"Sưng lan nhanh, đau tăng, hạn chế há miệng nhiều, sốt cao, khó thở, khó nuốt.",Nhiễm trùng lan; dấu hiệu lan rộng; khít hàm; khó nuốt; khó thở; sưng tiến triển; đau tăng; biến chứng nhiễm trùng
Nhiễm trùng miệng và chậm lành vết thương,,Q025,Vai trò của bác sĩ RHM trong điều trị bệnh nhân ĐTĐ bị nhiễm trùng vùng hàm mặt là gì?,"Chẩn đoán sớm, xử trí nguyên nhân, phối hợp liên chuyên khoa, theo dõi sát và giáo dục phòng ngừa tái phát.",Đái tháo đường; nhiễm trùng hàm mặt; vai trò nha sĩ; điều trị ĐTĐ; quản lý nhiễm trùng; phối hợp chuyên khoa; bệnh nhân tiểu đường; nhiễm trùng miệng
Những người mắc viêm nha chu có nguy cơ mắc bệnh ĐTĐ type 2 cao hơn so với những người có mô nha chu khỏe mạnh?,,Q001,Người bị viêm nha chu có nguy cơ mắc ĐTĐ típ 2 cao hơn so với người nướu khỏe mạnh không?,"Có. Nhiều nghiên cứu cho thấy người bị viêm nha chu mạn tính có nguy cơ phát triển tiền ĐTĐ và ĐTĐ típ 2 cao hơn đáng kể. Viêm nha chu tạo ra tình trạng viêm toàn thân, làm giảm độ nhạy insulin và ảnh hưởng đến chuyển hóa đường, từ đó làm tăng khả năng xuất hiện bệnh.",Viêm nha chu; đái tháo đường; ĐTĐ type 2; nguy cơ ĐTĐ; nha chu tiểu đường; đề kháng insulin; viêm toàn thân; mối liên quan nha chu
Những người mắc viêm nha chu có nguy cơ mắc bệnh ĐTĐ type 2 cao hơn so với những người có mô nha chu khỏe mạnh?,,Q002,Cơ chế nào giải thích mối liên quan giữa viêm nha chu và ĐTĐ típ 2?,"Viêm nha chu giải phóng cytokine tiền viêm (IL-1β, TNF-α, IL-6) vào máu, gây đề kháng insulin, rối loạn dung nạp glucose và tăng đường huyết lúc đói. Quá trình viêm mạn tính này là một yếu tố nguy cơ quan trọng dẫn đến ĐTĐ típ 2.",cơ chế liên quan; viêm nha chu ĐTĐ; bệnh lý nha chu; đái tháo đường type 2; cơ chế sinh học; mối liên hệ; đường huyết; viêm mạn tính
Những người mắc viêm nha chu có nguy cơ mắc bệnh ĐTĐ type 2 cao hơn so với những người có mô nha chu khỏe mạnh?,,Q003,Viêm nha chu có thể dẫn đến tiền đái tháo đường không?,"Có. Người viêm nha chu lâu năm có nguy cơ cao rối loạn đường huyết ở mức tiền ĐTĐ, đặc biệt nếu kèm các yếu tố nguy cơ khác như thừa cân, ít vận động hoặc tiền sử gia đình mắc ĐTĐ.",viêm nha chu; tiền đái tháo đường; rối loạn đường huyết; nha chu đái tháo đường; nguy cơ ĐTĐ; bệnh nha chu; đường huyết; đái tháo đường
Những người mắc viêm nha chu có nguy cơ mắc bệnh ĐTĐ type 2 cao hơn so với những người có mô nha chu khỏe mạnh?,,Q004,Nguy cơ mắc ĐTĐ típ 2 ở bệnh nhân viêm nha chu tăng bao nhiêu phần trăm?,"Các nghiên cứu dịch tễ cho thấy nguy cơ tăng từ 20% đến hơn 50%, tùy vào mức độ nặng của viêm nha chu và các yếu tố nguy cơ kèm theo.",Viêm nha chu; ĐTĐ type 2; nguy cơ tăng; phần trăm nguy cơ; mối liên hệ; đồng mắc; bệnh nha chu; tỷ lệ mắc
Những người mắc viêm nha chu có nguy cơ mắc bệnh ĐTĐ type 2 cao hơn so với những người có mô nha chu khỏe mạnh?,,Q005,Viêm nha chu ảnh hưởng đến chuyển hóa glucose như thế nào?,"Viêm nha chu kích thích sản xuất CRP và các cytokine gây viêm, làm giảm khả năng của insulin trong việc đưa glucose vào tế bào, khiến glucose trong máu tăng cao.",chuyển hóa glucose; ảnh hưởng đường huyết; viêm nha chu; đề kháng insulin; glucose máu; quá trình chuyển hóa; rối loạn chuyển hóa; kháng insulin
Những người mắc viêm nha chu có nguy cơ mắc bệnh ĐTĐ type 2 cao hơn so với những người có mô nha chu khỏe mạnh?,,Q006,Người trẻ bị viêm nha chu có nguy cơ mắc ĐTĐ típ 2 không?,"Có. Mặc dù nguy cơ chung thấp hơn người lớn tuổi, nhưng viêm nha chu ở người trẻ vẫn có thể làm tăng nguy cơ khởi phát sớm ĐTĐ típ 2, đặc biệt khi kèm theo lối sống ít vận động và chế độ ăn không lành mạnh.",viêm nha chu; tiểu đường type 2; nguy cơ ĐTĐ; người trẻ nha chu; ĐTĐ khởi phát sớm; liên hệ nha chu ĐTĐ; bệnh nha chu thanh thiếu niên
Những người mắc viêm nha chu có nguy cơ mắc bệnh ĐTĐ type 2 cao hơn so với những người có mô nha chu khỏe mạnh?,,Q007,Điều trị viêm nha chu có thể giúp giảm nguy cơ mắc ĐTĐ típ 2 không?,"Có. Điều trị nha chu tích cực giúp giảm tình trạng viêm toàn thân, cải thiện độ nhạy insulin và có thể làm giảm nguy cơ tiến triển thành ĐTĐ típ 2 ở người nguy cơ cao.",điều trị nha chu; viêm nha chu ĐTĐ; giảm nguy cơ đái tháo đường; phòng ngừa tiểu đường; đái tháo đường típ 2; độ nhạy insulin; viêm toàn thân; liên quan nha chu tiểu đường
Những người mắc viêm nha chu có nguy cơ mắc bệnh ĐTĐ type 2 cao hơn so với những người có mô nha chu khỏe mạnh?,,Q008,Yếu tố nào làm tăng thêm nguy cơ mắc ĐTĐ típ 2 ở người bị viêm nha chu?,"Bao gồm thừa cân/béo phì, chế độ ăn giàu đường và chất béo bão hòa, hút thuốc lá, ít vận động và tiền sử gia đình mắc ĐTĐ.",yếu tố nguy cơ; tăng nguy cơ ĐTĐ; viêm nha chu; đái tháo đường type 2; nguy cơ kết hợp; yếu tố đồng mắc; yếu tố làm nặng; nguy cơ tiểu đường
Những người mắc viêm nha chu có nguy cơ mắc bệnh ĐTĐ type 2 cao hơn so với những người có mô nha chu khỏe mạnh?,,Q009,Có mối liên hệ hai chiều giữa viêm nha chu và ĐTĐ típ 2 không?,"Có. ĐTĐ típ 2 làm tăng nguy cơ viêm nha chu, và ngược lại, viêm nha chu làm tăng nguy cơ mắc hoặc làm nặng thêm ĐTĐ típ 2.",viêm nha chu; ĐTĐ típ 2; liên hệ hai chiều; quan hệ nha chu tiểu đường; nguy cơ chéo; ảnh hưởng tương hỗ; bệnh nha chu toàn thân
Những người mắc viêm nha chu có nguy cơ mắc bệnh ĐTĐ type 2 cao hơn so với những người có mô nha chu khỏe mạnh?,,Q010,Viêm nha chu mức độ nhẹ có làm tăng nguy cơ ĐTĐ típ 2 không?,Nguy cơ vẫn có nhưng thấp hơn so với viêm nha chu trung bình hoặc nặng. Mức độ viêm và thời gian mắc bệnh càng dài thì nguy cơ càng cao.,Viêm nha chu; tiểu đường tuýp 2; nguy cơ đái tháo đường; nha chu nhẹ; bệnh nướu; liên quan nha chu ĐTĐ; tăng nguy cơ tiểu đường
Những người mắc viêm nha chu có nguy cơ mắc bệnh ĐTĐ type 2 cao hơn so với những người có mô nha chu khỏe mạnh?,,Q011,Tại sao bác sĩ RHM nên quan tâm đến nguy cơ ĐTĐ típ 2 ở bệnh nhân viêm nha chu?,"Vì bác sĩ RHM có thể là người đầu tiên phát hiện các dấu hiệu nha chu mạn tính và từ đó khuyến cáo bệnh nhân tầm soát đường huyết, giúp phát hiện sớm rối loạn chuyển hóa.",bác sĩ RHM; quan tâm ĐTĐ; vai trò nha sĩ; tầm soát ĐTĐ; nguy cơ bệnh nhân; liên quan ĐTĐ; sức khỏe toàn thân; nha khoa tổng quát
Những người mắc viêm nha chu có nguy cơ mắc bệnh ĐTĐ type 2 cao hơn so với những người có mô nha chu khỏe mạnh?,,Q012,Bệnh nhân viêm nha chu nên được tầm soát đường huyết khi nào?,"Khi có viêm nha chu mức độ trung bình – nặng, đặc biệt nếu kèm các yếu tố nguy cơ như thừa cân, tăng huyết áp, rối loạn lipid máu hoặc tiền sử gia đình ĐTĐ.",tầm soát đường huyết; kiểm tra đường huyết; sàng lọc tiểu đường; chỉ định tầm soát ĐTĐ; viêm nha chu nặng; thời điểm tầm soát; yếu tố nguy cơ ĐTĐ; nha chu đái tháo đường
Những người mắc viêm nha chu có nguy cơ mắc bệnh ĐTĐ type 2 cao hơn so với những người có mô nha chu khỏe mạnh?,,Q013,Viêm nha chu kéo dài bao lâu thì ảnh hưởng đáng kể đến nguy cơ mắc ĐTĐ típ 2?,Các nghiên cứu cho thấy viêm nha chu mạn tính trên 5 năm có liên quan rõ rệt đến tăng nguy cơ mắc ĐTĐ típ 2.,Viêm nha chu; Tiểu đường type 2; Nha chu tiểu đường; Nguy cơ ĐTĐ; Thời gian nha chu; Viêm nha chu mạn; Ảnh hưởng ĐTĐ
Những người mắc viêm nha chu có nguy cơ mắc bệnh ĐTĐ type 2 cao hơn so với những người có mô nha chu khỏe mạnh?,,Q014,Chế độ ăn uống ảnh hưởng thế nào đến mối liên hệ giữa viêm nha chu và ĐTĐ típ 2?,"Chế độ ăn giàu đường và chất béo bão hòa vừa làm tăng nguy cơ viêm nha chu, vừa thúc đẩy đề kháng insulin, khiến nguy cơ mắc ĐTĐ típ 2 tăng cao hơn khi hai yếu tố này kết hợp.",chế độ ăn uống; dinh dưỡng; ảnh hưởng ĐTĐ; mối liên hệ; viêm nha chu; tiểu đường type 2; ăn uống lành mạnh; thực phẩm
Những người mắc viêm nha chu có nguy cơ mắc bệnh ĐTĐ type 2 cao hơn so với những người có mô nha chu khỏe mạnh?,,Q015,Hoạt động thể chất có giúp giảm nguy cơ ĐTĐ típ 2 ở người viêm nha chu không?,"Có. Tập thể dục thường xuyên giúp cải thiện độ nhạy insulin và giảm viêm toàn thân, từ đó giảm nguy cơ mắc ĐTĐ típ 2.",Hoạt động thể chất; tập thể dục; viêm nha chu; ĐTĐ típ 2; giảm nguy cơ; độ nhạy insulin; dự phòng tiểu đường; viêm toàn thân
Những người mắc viêm nha chu có nguy cơ mắc bệnh ĐTĐ type 2 cao hơn so với những người có mô nha chu khỏe mạnh?,,Q016,Viêm nha chu có thể là dấu hiệu cảnh báo sớm của ĐTĐ típ 2 không?,"Có. Ở một số bệnh nhân, viêm nha chu tái diễn hoặc khó kiểm soát có thể là dấu hiệu cảnh báo cần tầm soát ĐTĐ típ 2 sớm.",viêm nha chu; tiểu đường type 2; nha chu cảnh báo; dấu hiệu sớm đtđ; tầm soát tiểu đường; sàng lọc đái tháo đường; nha chu kháng trị; liên quan nha chu; bệnh hệ thống
Những người mắc viêm nha chu có nguy cơ mắc bệnh ĐTĐ type 2 cao hơn so với những người có mô nha chu khỏe mạnh?,,Q017,Có nên khuyến cáo bệnh nhân viêm nha chu kiểm tra HbA1c không?,"Có. Xét nghiệm HbA1c giúp phát hiện sớm rối loạn dung nạp glucose hoặc ĐTĐ típ 2 tiềm ẩn, đặc biệt ở bệnh nhân viêm nha chu nặng hoặc kéo dài.",kiểm tra HbA1c; xét nghiệm HbA1c; khuyến cáo bệnh nhân; viêm nha chu; chỉ số đường huyết; sàng lọc ĐTĐ; tầm soát; xét nghiệm máu
Những người mắc viêm nha chu có nguy cơ mắc bệnh ĐTĐ type 2 cao hơn so với những người có mô nha chu khỏe mạnh?,,Q018,Hút thuốc lá ảnh hưởng thế nào đến mối liên hệ giữa viêm nha chu và ĐTĐ típ 2?,"Hút thuốc làm nặng thêm viêm nha chu và giảm nhạy insulin, khiến nguy cơ mắc ĐTĐ típ 2 tăng đáng kể.",Hút thuốc lá; viêm nha chu; đái tháo đường type 2; mối liên hệ; tác động; nguy cơ; đề kháng insulin; nha chu tiểu đường
Những người mắc viêm nha chu có nguy cơ mắc bệnh ĐTĐ type 2 cao hơn so với những người có mô nha chu khỏe mạnh?,,Q019,Stress có ảnh hưởng đến nguy cơ ĐTĐ típ 2 ở người bị viêm nha chu không?,"Có. Stress kéo dài làm tăng cortisol, gây đề kháng insulin và suy giảm miễn dịch, từ đó tăng nguy cơ viêm nha chu và ĐTĐ típ 2.",Stress; căng thẳng; viêm nha chu; ĐTĐ type 2; cortisol; đề kháng insulin; mối liên quan stress; yếu tố nguy cơ
Những người mắc viêm nha chu có nguy cơ mắc bệnh ĐTĐ type 2 cao hơn so với những người có mô nha chu khỏe mạnh?,,Q020,Béo phì có làm mối liên hệ giữa viêm nha chu và ĐTĐ típ 2 mạnh hơn không?,"Có. Béo phì là yếu tố nguy cơ mạnh của cả viêm nha chu và ĐTĐ típ 2, và khi kết hợp sẽ làm nguy cơ mắc bệnh tăng cao gấp nhiều lần.",béo phì; tăng cường mối liên hệ; viêm nha chu; ĐTĐ type 2; yếu tố béo phì; liên quan béo phì; tiểu đường; cân nặng
Những người mắc viêm nha chu có nguy cơ mắc bệnh ĐTĐ type 2 cao hơn so với những người có mô nha chu khỏe mạnh?,,Q021,Người bị viêm nha chu nhưng kiểm soát tốt lối sống có thể giảm nguy cơ ĐTĐ típ 2 không?,"Có. Vệ sinh răng miệng tốt, ăn uống lành mạnh, duy trì cân nặng hợp lý và tập thể dục đều đặn có thể làm giảm đáng kể nguy cơ mắc ĐTĐ típ 2.",viêm nha chu; ĐTĐ type 2; kiểm soát lối sống; giảm nguy cơ ĐTĐ; phòng ngừa đái tháo đường; chăm sóc nha chu; tư vấn bệnh nhân; sức khỏe tổng thể
Những người mắc viêm nha chu có nguy cơ mắc bệnh ĐTĐ type 2 cao hơn so với những người có mô nha chu khỏe mạnh?,,Q022,Vai trò của nha sĩ trong phòng ngừa ĐTĐ típ 2 ở bệnh nhân viêm nha chu là gì?,"Nha sĩ có thể phát hiện sớm viêm nha chu, điều trị tích cực và khuyến khích bệnh nhân tầm soát đường huyết, đồng thời tư vấn về lối sống lành mạnh để giảm nguy cơ bệnh.",Viêm nha chu; Đái tháo đường type 2; Phòng ngừa ĐTĐ; Vai trò nha sĩ; Điều trị nha chu; Tầm soát đường huyết; Tư vấn lối sống; Mối liên hệ nha chu ĐTĐ
Những người mắc viêm nha chu có nguy cơ mắc bệnh ĐTĐ type 2 cao hơn so với những người có mô nha chu khỏe mạnh?,,Q023,Viêm nha chu có ảnh hưởng đến phụ nữ mang thai và nguy cơ ĐTĐ thai kỳ không?,"Có thể. Viêm nha chu làm tăng phản ứng viêm, có thể ảnh hưởng đến dung nạp glucose trong thai kỳ và làm tăng nguy cơ ĐTĐ thai kỳ, đây là yếu tố dự báo ĐTĐ típ 2 sau sinh.",phụ nữ mang thai; ĐTĐ thai kỳ; viêm nha chu; ảnh hưởng thai kỳ; nguy cơ mẹ bé; tiểu đường thai sản; biến chứng thai kỳ; sức khỏe mẹ
Những người mắc viêm nha chu có nguy cơ mắc bệnh ĐTĐ type 2 cao hơn so với những người có mô nha chu khỏe mạnh?,,Q024,Có nên phối hợp điều trị nha chu với bác sĩ nội tiết cho bệnh nhân nguy cơ ĐTĐ típ 2 không?,"Có. Sự phối hợp giúp vừa kiểm soát viêm nha chu vừa quản lý các yếu tố nguy cơ chuyển hóa, phòng ngừa tiến triển thành ĐTĐ típ 2.",phối hợp điều trị; liên chuyên khoa; viêm nha chu; đái tháo đường type 2; nguy cơ ĐTĐ; tiền tiểu đường; quản lý chuyển hóa; bác sĩ nội tiết
Những người mắc viêm nha chu có nguy cơ mắc bệnh ĐTĐ type 2 cao hơn so với những người có mô nha chu khỏe mạnh?,,Q025,Lợi ích kép của điều trị viêm nha chu ở người chưa mắc ĐTĐ là gì?,"Ngoài bảo vệ răng và nướu, điều trị nha chu còn giúp giảm tình trạng viêm mạn tính, cải thiện chuyển hóa đường và giảm nguy cơ mắc ĐTĐ típ 2 trong tương lai.",viêm nha chu; điều trị nha chu; lợi ích kép; ĐTĐ; phòng ngừa ĐTĐ; chuyển hóa glucose; giảm viêm mạn tính; sức khỏe toàn thân
Tình trạng khô miệng và loét miệng,,Q001,Xerostomia là gì?,"Là cảm giác khô miệng chủ quan, thường liên quan đến giảm lưu lượng nước bọt.",Xerostomia; khô miệng; thiếu nước bọt; giảm nước bọt; tuyến nước bọt; định nghĩa Xerostomia; cảm giác khô miệng; hội chứng khô miệng
Tình trạng khô miệng và loét miệng,,Q002,Tiêu chuẩn xác định giảm tiết nước bọt là gì?,"Khi lưu lượng nước bọt toàn phần không kích thích (UWS) <0,1 mL/phút.",Giảm tiết nước bọt; khô miệng; thiểu năng tuyến nước bọt; tiêu chuẩn chẩn đoán; lưu lượng nước bọt; nước bọt không kích thích; đo nước bọt; hyposalivation
Tình trạng khô miệng và loét miệng,,Q003,Bệnh nhân ĐTĐ có nguy cơ xerostomia cao không?,"Có, đặc biệt khi kiểm soát đường huyết kém.",ĐTĐ; bệnh nhân ĐTĐ; tiểu đường; xerostomia; khô miệng; nguy cơ cao; tuyến nước bọt
Tình trạng khô miệng và loét miệng,,Q004,Tỷ lệ mắc xerostomia ở bệnh nhân ĐTĐ là bao nhiêu?,Dao động từ 34% đến 51% tùy nghiên cứu.,xerostomia; khô miệng; đái tháo đường; tiểu đường; tỷ lệ mắc; xerostomia ĐTĐ; khô miệng tiểu đường
Tình trạng khô miệng và loét miệng,,Q005,Xerostomia ảnh hưởng thế nào đến chức năng ăn uống?,"Gây khó nhai, khó nuốt, đặc biệt với thức ăn khô hoặc cứng.",Xerostomia; khô miệng; khó nhai; khó nuốt; ảnh hưởng ăn uống; rối loạn nuốt; chức năng ăn; vấn đề ăn uống
Tình trạng khô miệng và loét miệng,,Q006,Xerostomia ảnh hưởng thế nào đến khả năng nói?,"Giảm tiết nước bọt làm môi và lưỡi khô, ảnh hưởng phát âm.",xerostomia; khô miệng; ảnh hưởng nói; khó nói; rối loạn phát âm; khả năng nói
Tình trạng khô miệng và loét miệng,,Q007,Khô miệng có ảnh hưởng đến chất lượng cuộc sống không?,"Có, vì gây khó khăn trong ăn, nói, nuốt và tăng nguy cơ bệnh răng miệng.",Khô miệng; Xerostomia; Chất lượng cuộc sống; Ảnh hưởng cuộc sống; Suy giảm chức năng; Khó ăn nói nuốt; Bệnh răng miệng; Biến chứng khô miệng
Tình trạng khô miệng và loét miệng,,Q008,Nguyên nhân nào gây rối loạn tiết nước bọt ở bệnh nhân ĐTĐ?,"Có thể do tổn thương tuyến nước bọt, bệnh lý thần kinh, rối loạn vi tuần hoàn, mất nước và kiểm soát đường huyết kém.",đái tháo đường; khô miệng; giảm tiết nước bọt; rối loạn tiết nước bọt; biến chứng ĐTĐ; tuyến nước bọt; bệnh thần kinh ĐTĐ; đường huyết kém
Tình trạng khô miệng và loét miệng,,Q009,Tuổi cao có làm tăng nguy cơ xerostomia không?,"Có, vì chức năng tuyến nước bọt giảm theo tuổi và thường kèm bệnh toàn thân.",tuổi cao; người già; lão hóa; xerostomia; khô miệng; nguy cơ tăng
Tình trạng khô miệng và loét miệng,,Q010,Những bệnh hệ thống nào khác có thể làm tăng nguy cơ xerostomia?,"Hội chứng Sjögren, suy giáp, bệnh Parkinson, suy thận mạn.",xerostomia; khô miệng; bệnh hệ thống; bệnh toàn thân; hội chứng Sjögren; suy giáp; Parkinson; suy thận mạn; nguyên nhân khô miệng; nguy cơ xerostomia
Tình trạng khô miệng và loét miệng,,Q011,Thuốc nào có thể gây hoặc làm nặng xerostomia?,"Thuốc kháng cholinergic, thuốc chống trầm cảm, thuốc hạ huyết áp, lợi tiểu.",Xerostomia; Khô miệng; Thuốc gây khô miệng; Tác dụng phụ thuốc; Thuốc kháng cholinergic; Thuốc chống trầm cảm; Thuốc hạ huyết áp; Lợi tiểu
Tình trạng khô miệng và loét miệng,,Q012,Cơ chế thần kinh nào có thể liên quan xerostomia ở bệnh nhân ĐTĐ?,Bệnh lý thần kinh tự chủ ảnh hưởng điều hòa hoạt động tuyến nước bọt.,cơ chế thần kinh; xerostomia; ĐTĐ; tiểu đường; bệnh thần kinh; tuyến nước bọt; dây thần kinh; thần kinh tự chủ
Tình trạng khô miệng và loét miệng,,Q013,Rối loạn vi tuần hoàn ảnh hưởng thế nào đến tuyến nước bọt?,Giảm tưới máu tuyến → giảm sản xuất nước bọt.,Vi tuần hoàn; tuyến nước bọt; rối loạn vi mạch; tưới máu tuyến; giảm tiết nước bọt; khô miệng; suy tuyến nước bọt; bệnh mạch máu nhỏ
Tình trạng khô miệng và loét miệng,,Q014,Mất nước có thể gây khô miệng ở bệnh nhân ĐTĐ không?,"Có, đặc biệt ở bệnh nhân tiểu nhiều hoặc không bù đủ dịch.",Đái tháo đường; tiểu đường; khô miệng; xerostomia; mất nước; thiếu dịch; tiểu nhiều; khô miệng tiểu đường; khô miệng mất nước
Tình trạng khô miệng và loét miệng,,Q015,Mức độ xerostomia liên quan thế nào đến glucose trong nước bọt?,Nồng độ glucose cao trong nước bọt liên quan mức độ khô miệng nặng hơn.,xerostomia; khô miệng; glucose nước bọt; đường nước bọt; mức độ khô miệng; mối liên quan; ĐTĐ
Tình trạng khô miệng và loét miệng,,Q016,Tại sao xerostomia thường nặng hơn ở bệnh nhân ĐTĐ kiểm soát đường huyết kém?,"Vì tăng đường huyết kéo dài gây tổn thương mạch máu, thần kinh và tuyến nước bọt.",xerostomia; khô miệng; đái tháo đường; tiểu đường; tăng đường huyết; kiểm soát đường huyết kém; biến chứng ĐTĐ; tuyến nước bọt; suy tuyến nước bọt; bệnh thần kinh ĐTĐ
Tình trạng khô miệng và loét miệng,,Q017,Xerostomia làm tăng nguy cơ sâu răng như thế nào?,"Giảm nước bọt → giảm trung hòa acid, giảm rửa trôi mảng bám và vi khuẩn.",Xerostomia; khô miệng; sâu răng; caries; giảm nước bọt; thiểu nước bọt; cơ chế sâu răng; trung hòa acid; rửa trôi; nguy cơ sâu răng
Tình trạng khô miệng và loét miệng,,Q018,Xerostomia làm tăng nguy cơ viêm nha chu ra sao?,"Giảm chức năng kháng khuẩn của nước bọt, tăng mảng bám và viêm mô nha chu.",xerostomia; khô miệng; viêm nha chu; nguy cơ viêm nha chu; nha chu; sức khỏe nướu; vi khuẩn miệng
Tình trạng khô miệng và loét miệng,,Q019,Các dấu hiệu lâm sàng thường thấy ở bệnh nhân xerostomia là gì?,"Niêm mạc khô, dính, lưỡi nứt, khó lấy dấu răng, mảng bám tăng.",xerostomia; khô miệng; dấu hiệu lâm sàng; biểu hiện xerostomia; niêm mạc khô; lưỡi nứt; khó lấy dấu răng; triệu chứng khô miệng
Tình trạng khô miệng và loét miệng,,Q020,Xerostomia có thể gây khó khăn gì trong điều trị nha khoa?,"Gây khó chịu khi làm thủ thuật, khó giữ vật liệu dán dính, tăng nguy cơ biến chứng sau điều trị.",Xerostomia; khô miệng; điều trị nha khoa; thủ thuật răng; khó khăn lâm sàng; biến chứng nha khoa; vật liệu dán; giữ vật liệu
Tình trạng khô miệng và loét miệng,,Q021,Cách đánh giá khách quan giảm tiết nước bọt là gì?,Đo lưu lượng nước bọt toàn phần không kích thích và kích thích.,đánh giá khách quan; giảm tiết nước bọt; đo lưu lượng nước bọt; đo nước bọt; xét nghiệm nước bọt; cận lâm sàng; sialometry
