ĐỀ MỤC,CHỦ ĐỀ CON,MÃ SỐ,CÂU HỎI,CÂU TRẢ LỜI,keywords
BỆNH LÝ ĐTĐ,Mục tiêu điều trị chung,Q0116,"Khi bệnh nhân có HbA1c >9% nhưng không triệu chứng, Bộ Y tế khuyến cáo gì?","Có thể bắt đầu phối hợp metformin và thuốc hạ đường huyết khác, hoặc insulin nền, tùy vào nguy cơ biến chứng và điều kiện cá nhân.",HbA1c >9%; ĐTĐ không triệu chứng; Khuyến cáo Bộ Y tế; Điều trị ĐTĐ; Phối hợp thuốc ĐTĐ; Metformin; Insulin nền; Quản lý đường huyết
BỆNH LÝ ĐTĐ,Mục tiêu điều trị ở người cao tuổi,Q0039,Mục tiêu HbA1c chung cho bệnh nhân đái tháo đường cao tuổi là bao nhiêu?,"Mục tiêu HbA1c chung cho bệnh nhân cao tuổi thường là <7,5%, nhưng có thể thay đổi tùy tình trạng sức khỏe. Mục tiêu này cân bằng giữa lợi ích kiểm soát đường huyết và nguy cơ hạ đường huyết, đồng thời duy trì chất lượng sống.",HbA1c; Mục tiêu HbA1c; Đái tháo đường cao tuổi; ĐTĐ người già; Kiểm soát đường huyết; Kiểm soát glycemie; Mục tiêu điều trị; Hạ đường huyết
BỆNH LÝ ĐTĐ,Mục tiêu điều trị ở người cao tuổi,Q0040,Tại sao mục tiêu HbA1c cho người cao tuổi thường cao hơn so với người trẻ?,"Vì người cao tuổi thường có nhiều bệnh đi kèm, chức năng cơ quan suy giảm và nguy cơ hạ đường huyết cao hơn. Mục tiêu HbA1c cao hơn giúp giảm biến chứng do điều trị quá chặt chẽ và ưu tiên an toàn.",HbA1c người cao tuổi; mục tiêu HbA1c; hạ đường huyết; biến chứng ĐTĐ; chất lượng sống; bệnh đồng mắc; nguy cơ điều trị
BỆNH LÝ ĐTĐ,Mục tiêu điều trị ở người cao tuổi,Q0041,"Khi nào nên đặt mục tiêu HbA1c từ 7,5–8% hoặc cao hơn ở người cao tuổi?","Nên đặt mục tiêu HbA1c 7,5–8% hoặc cao hơn nếu bệnh nhân có kỳ vọng sống ngắn, bệnh đi kèm nặng, suy giảm nhận thức, hoặc có tiền sử hạ đường huyết nghiêm trọng. Mục tiêu này giúp giảm rủi ro điều trị.",HbA1c người cao tuổi; mục tiêu HbA1c; ĐTĐ người già; tiêu chí HbA1c; hạ đường huyết; bệnh đi kèm; kỳ vọng sống; suy giảm nhận thức
BỆNH LÝ ĐTĐ,Mục tiêu điều trị ở người cao tuổi,Q0042,Lợi ích của việc nới lỏng mục tiêu HbA1c ở người cao tuổi là gì?,"Việc nới lỏng mục tiêu HbA1c giúp giảm nguy cơ hạ đường huyết, té ngã, biến cố tim mạch và cải thiện sự tuân thủ điều trị, đặc biệt ở bệnh nhân có khả năng tự chăm sóc hạn chế.",Nới lỏng HbA1c; Mục tiêu HbA1c người cao tuổi; Đích đường huyết người già; Lợi ích kiểm soát lỏng; Hạ đường huyết lão khoa; Biến cố tim mạch ĐTĐ; Cá thể hóa điều trị; Quản lý ĐTĐ cao tuổi
BỆNH LÝ ĐTĐ,Mục tiêu điều trị ở người cao tuổi,Q0043,Những yếu tố nào cần xem xét khi đặt mục tiêu HbA1c cho bệnh nhân cao tuổi?,"Cần xem xét tuổi, tình trạng chức năng, bệnh đi kèm, mức độ độc lập trong sinh hoạt, nguy cơ hạ đường huyết và kỳ vọng sống. Cá thể hóa mục tiêu dựa trên những yếu tố này để tối ưu hóa điều trị.",mục tiêu HbA1c; HbA1c người cao tuổi; ĐTĐ người già; cá thể hóa mục tiêu; nguy cơ hạ đường huyết; bệnh đi kèm; kiểm soát đường huyết; mục tiêu điều trị
BỆNH LÝ ĐTĐ,Mục tiêu điều trị ở người cao tuổi,Q0044,Tại sao kỳ vọng sống là yếu tố quan trọng khi đặt mục tiêu HbA1c cho người cao tuổi?,"Vì lợi ích của kiểm soát đường huyết chặt thường cần nhiều năm để thể hiện rõ, nên ở bệnh nhân có kỳ vọng sống ngắn, ưu tiên là tránh biến chứng cấp tính và nâng cao chất lượng sống thay vì hạ HbA1c quá mức.",kỳ vọng sống; HbA1c người cao tuổi; mục tiêu cá thể; hạ đường huyết nặng; biến chứng mạch máu; chất lượng cuộc sống; gánh nặng điều trị
BỆNH LÝ ĐTĐ,Mục tiêu điều trị ở người cao tuổi,Q0045,Tại sao khi điều trị đái tháo đường ở người cao tuổi cần ưu tiên chất lượng sống?,"Vì chất lượng sống ảnh hưởng trực tiếp đến khả năng tuân thủ điều trị và sức khỏe tinh thần. Kiểm soát đường huyết hợp lý giúp bệnh nhân duy trì sinh hoạt độc lập, giảm triệu chứng và tránh biến chứng nghiêm trọng.",Đái tháo đường người cao tuổi; Mục tiêu điều trị NCT; Chất lượng sống; Ưu tiên CLS; Quản lý ĐTĐ cao tuổi; Tuân thủ điều trị; Giảm biến chứng ĐTĐ
BỆNH LÝ ĐTĐ,Mục tiêu điều trị ở người cao tuổi,Q0046,Các biện pháp nào giúp duy trì chất lượng sống cho bệnh nhân cao tuổi mắc đái tháo đường?,"Bao gồm kiểm soát đường huyết vừa phải, điều trị bệnh kèm, hỗ trợ dinh dưỡng, hoạt động thể chất phù hợp, phòng ngừa té ngã và đảm bảo hỗ trợ xã hội. Tất cả nhằm duy trì khả năng tự lập và tinh thần tốt.",Đái tháo đường người cao tuổi; chất lượng sống ĐTĐ; mục tiêu điều trị người cao tuổi; kiểm soát đường huyết cao tuổi; bệnh kèm ĐTĐ; dinh dưỡng ĐTĐ; phòng ngừa té ngã; chăm sóc lão khoa ĐTĐ
BỆNH LÝ ĐTĐ,Mục tiêu điều trị ở người cao tuổi,Q0047,Nguyên tắc cá thể hóa mục tiêu HbA1c ở người cao tuổi là gì?,"Nguyên tắc là điều chỉnh mục tiêu HbA1c dựa trên sức khỏe tổng thể, chức năng cơ quan, nguy cơ hạ đường huyết, và hoàn cảnh sống. Điều trị cần linh hoạt để phù hợp với từng cá nhân, tránh áp dụng một tiêu chuẩn chung.",HbA1c người cao tuổi; cá thể hóa HbA1c; mục tiêu HbA1c; ĐTĐ lão khoa; nguyên tắc cá thể hóa; đích HbA1c; nguy cơ hạ đường huyết; tình trạng lâm sàng ĐTĐ
BỆNH LÝ ĐTĐ,Mục tiêu điều trị ở người cao tuổi,Q0048,Làm thế nào để cân bằng giữa kiểm soát đường huyết và an toàn điều trị ở người cao tuổi?,"Cần chọn mục tiêu HbA1c vừa đủ để giảm biến chứng mạn tính nhưng không làm tăng nguy cơ hạ đường huyết. Điều này đòi hỏi theo dõi sát, điều chỉnh thuốc hợp lý và giáo dục bệnh nhân cùng gia đình.",kiểm soát đường huyết; an toàn điều trị; người cao tuổi ĐTĐ; mục tiêu cá thể; hạ đường huyết; đa thuốc; biến chứng tim mạch; theo dõi đường huyết
BỆNH LÝ ĐTĐ,Mục tiêu điều trị ở người trưởng thành,Q0029,Mục tiêu HbA1c chung cho bệnh nhân đái tháo đường trưởng thành không mang thai là bao nhiêu?,"Mục tiêu HbA1c chung cho bệnh nhân đái tháo đường trưởng thành không mang thai là <7%. Mục tiêu này giúp giảm nguy cơ biến chứng mạch máu nhỏ và lớn, đồng thời cân bằng giữa lợi ích kiểm soát đường huyết và nguy cơ hạ đường huyết.",HbA1c mục tiêu; đích HbA1c; mục tiêu điều trị ĐTĐ; kiểm soát đường huyết; ĐTĐ người lớn; HbA1c người trưởng thành; đái tháo đường; mục tiêu HbA1c
BỆNH LÝ ĐTĐ,Mục tiêu điều trị ở người trưởng thành,Q0030,Tại sao HbA1c <7% được chọn làm mục tiêu điều trị chung cho bệnh nhân đái tháo đường?,"HbA1c <7% được chọn vì mức này đã được chứng minh làm giảm nguy cơ biến chứng vi mạch và một số biến chứng mạch máu lớn, đồng thời ít làm tăng nguy cơ hạ đường huyết so với mục tiêu chặt chẽ hơn ở đa số bệnh nhân.",HbA1c; mục tiêu HbA1c; kiểm soát đường huyết; lợi ích HbA1c; biến chứng đái tháo đường; hạ đường huyết; ngưỡng điều trị; ĐTĐ
BỆNH LÝ ĐTĐ,Mục tiêu điều trị ở người trưởng thành,Q0031,"Trong trường hợp nào mục tiêu HbA1c có thể thấp hơn 6,5% ở bệnh nhân trưởng thành không mang thai?","Mục tiêu HbA1c có thể thấp hơn 6,5% nếu bệnh nhân trẻ tuổi, mới được chẩn đoán, không có bệnh lý tim mạch, và nguy cơ hạ đường huyết thấp. Điều này nhằm kéo dài thời gian bảo vệ chức năng tế bào beta tụy.",HbA1c; mục tiêu HbA1c; HbA1c thấp; kiểm soát đường huyết; cá thể hóa ĐTĐ; nguy cơ hạ đường huyết; bảo tồn tế bào beta; đái tháo đường
BỆNH LÝ ĐTĐ,Mục tiêu điều trị ở người trưởng thành,Q0032,"Lợi ích của việc đặt mục tiêu HbA1c <6,5% ở một số bệnh nhân là gì?","HbA1c <6,5% ở bệnh nhân phù hợp giúp giảm nguy cơ biến chứng vi mạch tối đa, đặc biệt là biến chứng mắt, thận và thần kinh, đồng thời duy trì chức năng chuyển hóa tốt hơn trong thời gian dài.","mục tiêu HbA1c; lợi ích HbA1c thấp; HbA1c dưới 6,5%; kiểm soát đường huyết; giảm biến chứng; kiểm soát tốt ĐTĐ"
BỆNH LÝ ĐTĐ,Mục tiêu điều trị ở người trưởng thành,Q0033,"Khi nào nên đặt mục tiêu HbA1c cao hơn, từ 7,5–8% ở bệnh nhân trưởng thành?","Nên đặt mục tiêu HbA1c 7,5–8% ở bệnh nhân lớn tuổi, mắc đái tháo đường lâu năm, có nhiều bệnh lý kèm theo hoặc có tiền sử hạ đường huyết nặng, để giảm nguy cơ tác dụng phụ và cải thiện chất lượng sống.",HbA1c mục tiêu cao; mục tiêu HbA1c lỏng; ĐTĐ người cao tuổi; hạ đường huyết nặng; bệnh đồng mắc ĐTĐ; cá thể hóa mục tiêu; đái tháo đường lâu năm
BỆNH LÝ ĐTĐ,Mục tiêu điều trị ở người trưởng thành,Q0034,Tại sao bệnh nhân cao tuổi hoặc có bệnh lý tim mạch nặng nên đặt mục tiêu HbA1c cao hơn?,"Vì kiểm soát đường huyết quá chặt ở nhóm này có thể làm tăng nguy cơ hạ đường huyết nghiêm trọng, dẫn tới biến cố tim mạch hoặc té ngã, do đó mục tiêu HbA1c được nới lỏng để ưu tiên an toàn.",Mục tiêu HbA1c; ĐTĐ cao tuổi; ĐTĐ tim mạch; Hạ đường huyết; Kiểm soát đường huyết; Mục tiêu cá thể hóa; An toàn điều trị
BỆNH LÝ ĐTĐ,Mục tiêu điều trị ở người trưởng thành,Q0035,Tại sao cần chú ý kiểm soát glucose huyết sau ăn ở bệnh nhân trưởng thành không mang thai?,"Vì glucose huyết sau ăn góp phần đáng kể vào mức HbA1c tổng thể, đặc biệt khi glucose đói đã đạt mục tiêu nhưng HbA1c vẫn cao. Kiểm soát sau ăn giúp giảm biến chứng tim mạch và cải thiện đường huyết trung bình.",glucose sau ăn; đường huyết sau ăn; kiểm soát glucose; mục tiêu HbA1c; biến chứng tim mạch; đái tháo đường; quản lý đường huyết; tăng glucose sau ăn
BỆNH LÝ ĐTĐ,Mục tiêu điều trị ở người trưởng thành,Q0036,Thời điểm đo glucose sau ăn được khuyến cáo là khi nào?,"Thời điểm đo glucose sau ăn thường được khuyến cáo là 1–2 giờ sau khi bắt đầu bữa ăn, vì đây là lúc nồng độ glucose huyết đạt đỉnh và phản ánh hiệu quả kiểm soát sau ăn.",đo glucose sau ăn; thời điểm glucose sau ăn; đường huyết sau ăn; kiểm soát đường huyết; glucose sau bữa ăn; thời gian đo đường
BỆNH LÝ ĐTĐ,Mục tiêu điều trị ở người trưởng thành,Q0037,Nguyên tắc cá thể hóa mục tiêu HbA1c ở bệnh nhân trưởng thành là gì?,"Nguyên tắc cá thể hóa mục tiêu HbA1c dựa trên tuổi, thời gian mắc bệnh, bệnh đi kèm, nguy cơ hạ đường huyết và khả năng tự quản lý. Mỗi bệnh nhân cần mục tiêu riêng để tối ưu hóa lợi ích và giảm nguy cơ.",HbA1c; Cá thể hóa HbA1c; Mục tiêu điều trị ĐTĐ; Nguyên tắc cá thể hóa; Đái tháo đường người lớn; Quản lý ĐTĐ; Hạ đường huyết; Bệnh đi kèm ĐTĐ
BỆNH LÝ ĐTĐ,Mục tiêu điều trị ở người trưởng thành,Q0038,Yếu tố nào cần xem xét khi đặt mục tiêu HbA1c cho từng bệnh nhân?,"Cần xem xét tuổi, kỳ vọng sống, bệnh lý tim mạch, biến chứng vi mạch, nguy cơ hạ đường huyết, hỗ trợ xã hội và khả năng tuân thủ điều trị. Điều này giúp chọn mục tiêu phù hợp và khả thi.",Mục tiêu HbA1c; Cá thể hóa HbA1c; Yếu tố HbA1c; Đích HbA1c; Hạ đường huyết; Biến chứng ĐTĐ; Kiểm soát ĐTĐ
BỆNH LÝ ĐTĐ,Mục tiêu điều trị ở ĐTĐ thai kỳ,Q0049,Mục tiêu HbA1c trong thai kỳ ở bệnh nhân ĐTĐ thai kỳ là bao nhiêu?,"Mục tiêu HbA1c trong thai kỳ lý tưởng khoảng 6% (42 mmol/mol) nếu đạt được mà không gây hạ đường huyết. Mức này giúp giảm nguy cơ biến chứng cho cả mẹ và thai nhi, đặc biệt là biến chứng tim mạch và thai to.",HbA1c; ĐTĐ thai kỳ; mục tiêu HbA1c; kiểm soát đường huyết; A1c thai kỳ; đái tháo đường thai kỳ; ngưỡng HbA1c
BỆNH LÝ ĐTĐ,Mục tiêu điều trị ở ĐTĐ thai kỳ,Q0050,Mục tiêu HbA1c trước khi mang thai ở phụ nữ đã mắc ĐTĐ là bao nhiêu?,"Trước khi mang thai, phụ nữ mắc ĐTĐ cần đạt HbA1c <6,5% để giảm nguy cơ dị tật bẩm sinh, sảy thai và các biến chứng khác, đồng thời đảm bảo thai nhi phát triển khỏe mạnh trong giai đoạn đầu.",Mục tiêu HbA1c; HbA1c tiền thai; ĐTĐ tiền thai; Kiểm soát đường huyết; Nguy cơ thai kỳ; Dị tật bẩm sinh; Chuẩn bị mang thai
BỆNH LÝ ĐTĐ,Mục tiêu điều trị ở ĐTĐ thai kỳ,Q0051,Ngưỡng glucose huyết đói khuyến nghị ở phụ nữ mang thai mắc ĐTĐ là bao nhiêu?,"Glucose huyết đói cần đạt dưới 92 mg/dL (5,1 mmol/L) để giảm nguy cơ thai to, rối loạn đường huyết ở trẻ sơ sinh và biến chứng sản khoa. Đây là tiêu chuẩn được khuyến cáo bởi Bộ Y tế Việt Nam.",ĐTĐ thai kỳ; Glucose đói; Đường huyết đói; Mục tiêu đường huyết; Ngưỡng glucose; Tiêu chuẩn đường huyết
BỆNH LÝ ĐTĐ,Mục tiêu điều trị ở ĐTĐ thai kỳ,Q0052,Ngưỡng glucose huyết sau ăn 1 giờ ở phụ nữ mang thai mắc ĐTĐ nên đạt bao nhiêu?,"Glucose huyết sau ăn 1 giờ nên đạt dưới 180 mg/dL (10,0 mmol/L). Mục tiêu này giúp kiểm soát đường huyết sau bữa ăn, hạn chế tình trạng tăng đường huyết đỉnh gây ảnh hưởng đến sự phát triển của thai.",glucose sau ăn 1 giờ; ĐTĐ thai kỳ; ngưỡng glucose; mục tiêu đường huyết; đường huyết thai kỳ; quản lý ĐTĐ thai kỳ
BỆNH LÝ ĐTĐ,Mục tiêu điều trị ở ĐTĐ thai kỳ,Q0053,Ngưỡng glucose huyết sau ăn 2 giờ ở phụ nữ mang thai mắc ĐTĐ nên đạt bao nhiêu?,"Glucose huyết sau ăn 2 giờ nên đạt dưới 153 mg/dL (8,5 mmol/L). Kiểm soát tốt đường huyết sau ăn giúp giảm nguy cơ biến chứng thai kỳ và cải thiện cân nặng sơ sinh hợp lý.",ĐTĐ thai kỳ; Mục tiêu đường huyết; Glucose sau ăn; Đường huyết thai kỳ; Ngưỡng glucose; Kiểm soát thai kỳ; Đường huyết 2 giờ
BỆNH LÝ ĐTĐ,Mục tiêu điều trị ở ĐTĐ thai kỳ,Q0054,Tại sao HbA1c không phải là chỉ số chính để theo dõi ĐTĐ thai kỳ?,"Vì thời gian từ khi chẩn đoán đến khi sinh thường chỉ 3–4 tháng, HbA1c phản ánh trung bình 2–3 tháng nên không nhạy trong đánh giá tức thời. Đường huyết hàng ngày phản ánh tốt hơn.",ĐTĐ thai kỳ; HbA1c thai kỳ; theo dõi đường huyết; kiểm soát glucose; chỉ số GDM; đái tháo đường thai nghén; hạn chế HbA1c; giám sát thai kỳ
BỆNH LÝ ĐTĐ,Mục tiêu điều trị ở ĐTĐ thai kỳ,Q0055,Mục tiêu glucose huyết trước bữa ăn ở phụ nữ mang thai mắc ĐTĐ là gì?,"Glucose huyết trước bữa ăn nên dưới 95 mg/dL (5,3 mmol/L) để giảm nguy cơ biến chứng cho thai nhi. Chỉ số này cần được theo dõi thường xuyên để điều chỉnh điều trị kịp thời.",ĐTĐ thai kỳ; Mục tiêu glucose; Glucose trước ăn; Đường huyết thai kỳ; Ngưỡng đường huyết; Kiểm soát glucose; Mục tiêu điều trị ĐTĐ; Đường huyết trước bữa
BỆNH LÝ ĐTĐ,Mục tiêu điều trị ở ĐTĐ thai kỳ,Q0056,Tần suất đo glucose huyết ở phụ nữ mang thai mắc ĐTĐ là bao nhiêu?,"Thường đo 4 lần/ngày: lúc đói và sau 3 bữa ăn chính. Có thể đo thêm trước bữa ăn kế tiếp nếu dùng insulin nhanh, giúp điều chỉnh liều kịp thời.",tần suất đo đường; glucose huyết thai kỳ; ĐTĐ thai kỳ; tự theo dõi đường; theo dõi đường huyết; lịch đo đường huyết
BỆNH LÝ ĐTĐ,Mục tiêu điều trị ở ĐTĐ thai kỳ,Q0057,Khi nào có thể đặt mục tiêu HbA1c cao hơn 7% trong thai kỳ?,"Chỉ khi nguy cơ hạ đường huyết cao, bệnh nhân không thể đạt mục tiêu thấp hơn một cách an toàn. Tuy nhiên, vẫn cần cố gắng duy trì ở mức thấp nhất có thể mà vẫn an toàn.",HbA1c thai kỳ; mục tiêu HbA1c; ngưỡng HbA1c; HbA1c cao thai kỳ; ĐTĐ thai kỳ; hạ đường huyết; kiểm soát đường huyết; an toàn thai phụ
BỆNH LÝ ĐTĐ,Mục tiêu điều trị ở ĐTĐ thai kỳ,Q0058,Tại sao cần kiểm soát đường huyết chặt chẽ hơn khi thai to so với tuổi thai?,"Vì thai to thường do tăng đường huyết mẹ, có thể gây khó sinh, sang chấn sản khoa và tăng nguy cơ hạ đường huyết sơ sinh. Kiểm soát chặt giúp giảm các biến chứng này.",ĐTĐ thai kỳ; kiểm soát đường huyết; thai to; đường huyết chặt chẽ; macrocosmia; tăng glucose thai kỳ; biến chứng ĐTĐ thai; mục tiêu ĐTĐ thai
BỆNH LÝ ĐTĐ,Mục tiêu điều trị ở ĐTĐ thai kỳ,Q0059,Vai trò của insulin trong điều trị ĐTĐ thai kỳ là gì?,"Insulin là lựa chọn ưu tiên vì an toàn cho thai nhi, không qua nhau thai và hiệu quả trong kiểm soát đường huyết khi thay đổi chế độ ăn, vận động chưa đủ.",ĐTĐ thai kỳ; insulin; điều trị insulin; quản lý thai kỳ; kiểm soát đường huyết; thuốc ĐTĐ thai kỳ; an toàn thai nhi
BỆNH LÝ ĐTĐ,Mục tiêu điều trị ở ĐTĐ thai kỳ,Q0060,Khi nào phụ nữ mang thai mắc ĐTĐ cần dùng insulin ngay?,"Khi thay đổi chế độ ăn và lối sống không giúp đạt mục tiêu đường huyết, hoặc đường huyết cao ngay từ đầu với nguy cơ biến chứng cao.",insulin thai kỳ; ĐTĐ thai kỳ insulin; chỉ định insulin; khởi trị insulin; insulin khẩn cấp; điều trị ĐTĐ thai kỳ; khi nào dùng insulin
BỆNH LÝ ĐTĐ,Mục tiêu điều trị ở ĐTĐ thai kỳ,Q0061,Loại insulin nào thường được khuyến cáo trong thai kỳ?,"Insulin người (ngắn, trung gian, trộn) và analog tác dụng nhanh như aspart, lispro, hoặc tác dụng kéo dài như detemir.",Insulin thai kỳ; Insulin GDM; Loại insulin; Insulin analog; Insulin người; Aspart; Lispro; Detemir; ĐTĐ thai kỳ
BỆNH LÝ ĐTĐ,Mục tiêu điều trị ở ĐTĐ thai kỳ,Q0062,Chế độ tiêm insulin nhiều mũi trong ngày trong thai kỳ có ưu điểm gì?,"Giúp điều chỉnh liều linh hoạt theo bữa ăn, kiểm soát tốt đường huyết sau ăn, giảm biến động đường huyết, bảo vệ an toàn cho mẹ và thai nhi.",ĐTĐ thai kỳ; tiêm insulin; insulin đa mũi; phác đồ insulin; kiểm soát đường huyết; đường huyết sau ăn; ưu điểm insulin; an toàn mẹ thai
BỆNH LÝ ĐTĐ,Mục tiêu điều trị ở ĐTĐ thai kỳ,Q0063,Vì sao cần kiểm soát đường huyết sau ăn ở phụ nữ mang thai?,"Vì đường huyết sau ăn cao liên quan trực tiếp đến nguy cơ thai to và biến chứng chuyển hóa ở trẻ sơ sinh, kể cả khi đường huyết đói bình thường.",ĐTĐ thai kỳ; đường huyết sau ăn; kiểm soát glucose; mục tiêu ĐTĐTK; thai to; biến chứng sơ sinh; glucose máu sau ăn; quản lý đường huyết
BỆNH LÝ ĐTĐ,Mục tiêu điều trị ở ĐTĐ thai kỳ,Q0064,HbA1c nên được đo bao lâu một lần trong thai kỳ?,"Nên đo mỗi tháng để đánh giá xu hướng kiểm soát đường huyết, kết hợp với theo dõi đường huyết hàng ngày để điều chỉnh điều trị kịp thời.",HbA1c thai kỳ; tần suất HbA1c; xét nghiệm HbA1c; theo dõi HbA1c; bao lâu đo HbA1c; chỉ số HbA1c
BỆNH LÝ ĐTĐ,Mục tiêu điều trị ở ĐTĐ thai kỳ,Q0065,Mục tiêu kiểm soát đường huyết sau ăn ở phụ nữ mang thai khác gì so với người không mang thai?,"Ngưỡng mục tiêu thấp hơn ở phụ nữ mang thai để giảm nguy cơ biến chứng cho thai, do thai nhi nhạy cảm hơn với tình trạng tăng đường huyết của mẹ.",Mục tiêu ĐTĐ thai kỳ; Đường huyết sau ăn; Kiểm soát glucose thai sản; Ngưỡng GDM; Thai phụ đường huyết; Biến chứng thai nhi
BỆNH LÝ ĐTĐ,Mục tiêu điều trị ở ĐTĐ thai kỳ,Q0066,Tại sao cần cá thể hóa mục tiêu đường huyết trong thai kỳ?,"Vì mỗi thai phụ có tình trạng sức khỏe, bệnh kèm và nguy cơ hạ đường huyết khác nhau, nên cần điều chỉnh mục tiêu phù hợp để vừa an toàn vừa hiệu quả.",cá thể hóa mục tiêu; mục tiêu đường huyết; ĐTĐ thai kỳ; kiểm soát đường huyết; đường huyết thai phụ; nguy cơ hạ đường huyết; quản lý GDM; điều trị ĐTĐ thai kỳ
BỆNH LÝ ĐTĐ,Mục tiêu điều trị ở ĐTĐ thai kỳ,Q0067,Những yếu tố nào ảnh hưởng đến việc lựa chọn loại insulin trong thai kỳ?,"Bao gồm mức độ tăng đường huyết, thói quen sinh hoạt, khả năng tuân thủ, tiền sử dị ứng thuốc và khả năng tiếp cận dịch vụ y tế.",Insulin; đái tháo đường thai kỳ; lựa chọn insulin; yếu tố insulin thai kỳ; tăng đường huyết; phác đồ insulin; dị ứng insulin
BỆNH LÝ ĐTĐ,Mục tiêu điều trị ở ĐTĐ thai kỳ,Q0068,Vai trò của giáo dục bệnh nhân trong quản lý ĐTĐ thai kỳ là gì?,"Giúp thai phụ hiểu rõ tầm quan trọng của kiểm soát đường huyết, biết cách tự theo dõi, điều chỉnh chế độ ăn, vận động và nhận biết dấu hiệu hạ đường huyết để xử trí kịp thời.",giáo dục bệnh nhân; vai trò giáo dục; quản lý ĐTĐ thai kỳ; tư vấn ĐTĐ thai kỳ; tầm quan trọng giáo dục; đào tạo bệnh nhân
BỆNH LÝ ĐTĐ,Nguyên nhân,Q016,Tại sao glucocorticoid có thể gây ra đái tháo đường?,"Glucocorticoid làm tăng tân tạo glucose ở gan, giảm sử dụng glucose ở cơ và mỡ, từ đó gây tăng glucose huyết. Sử dụng kéo dài có thể dẫn tới tình trạng đề kháng insulin và khởi phát đái tháo đường, đặc biệt ở người có yếu tố nguy cơ sẵn.",glucocorticoid ĐTĐ; đái tháo đường do thuốc; tác dụng phụ glucocorticoid; tăng đường huyết; kháng insulin; đái tháo đường thứ phát
BỆNH LÝ ĐTĐ,Nguyên nhân,Q017,Nguyên nhân thường gặp của đái tháo đường sơ sinh là gì?,Đái tháo đường sơ sinh thường do đột biến gen ảnh hưởng đến chức năng tiết insulin của tế bào beta tụy. Bệnh có thể khởi phát trong những tháng đầu đời và cần điều trị đặc hiệu dựa trên cơ chế bệnh sinh.,đái tháo đường sơ sinh; nguyên nhân ĐTĐ sơ sinh; đột biến gen; tiết insulin; tế bào beta; cơ chế bệnh sinh; ĐTĐ di truyền; ĐTĐ khởi phát sớm
BỆNH LÝ ĐTĐ,Theo dõi & đánh giá đường huyết,Q0069,Tại sao cần theo dõi HbA1c định kỳ ở bệnh nhân ĐTĐ?,"HbA1c phản ánh mức đường huyết trung bình trong 2–3 tháng, giúp đánh giá hiệu quả kiểm soát lâu dài và phát hiện sớm tình trạng kiểm soát kém dù đường huyết hàng ngày có vẻ ổn định.",HbA1c; theo dõi HbA1c; kiểm soát ĐTĐ; đánh giá đường huyết; đường huyết trung bình; mục tiêu HbA1c; ý nghĩa HbA1c
BỆNH LÝ ĐTĐ,Theo dõi & đánh giá đường huyết,Q0070,Tần suất xét nghiệm HbA1c ở bệnh nhân ĐTĐ đã đạt mục tiêu điều trị là bao nhiêu?,"Ít nhất 2 lần/năm ở bệnh nhân đã đạt mục tiêu và có đường huyết ổn định, nhằm theo dõi duy trì kết quả và phát hiện sớm dấu hiệu tăng đường huyết trở lại.",HbA1c; tần suất HbA1c; xét nghiệm HbA1c; ĐTĐ; đái tháo đường; mục tiêu ĐTĐ; đường huyết ổn định; kiểm soát đường huyết
BỆNH LÝ ĐTĐ,Theo dõi & đánh giá đường huyết,Q0071,Tần suất xét nghiệm HbA1c ở bệnh nhân ĐTĐ chưa đạt mục tiêu là bao nhiêu?,"Cần xét nghiệm mỗi 3 tháng để đánh giá kịp thời hiệu quả của thay đổi điều trị, tránh kéo dài thời gian kiểm soát kém gây biến chứng.",HbA1c; tần suất HbA1c; ĐTĐ chưa mục tiêu; kiểm soát đường huyết; theo dõi ĐTĐ; đánh giá điều trị ĐTĐ; đái tháo đường kém; xét nghiệm HbA1c
BỆNH LÝ ĐTĐ,Theo dõi & đánh giá đường huyết,Q0072,Khi nào nên xét nghiệm HbA1c ngay lập tức?,"Khi bệnh nhân đến khám và nghi ngờ kiểm soát đường huyết kém, hoặc có triệu chứng tăng đường huyết, để điều chỉnh điều trị ngay.",xét nghiệm HbA1c khẩn cấp; HbA1c ngay; chỉ định HbA1c; khi nào đo HbA1c; HbA1c cấp; đánh giá HbA1c
BỆNH LÝ ĐTĐ,Theo dõi & đánh giá đường huyết,Q0073,"Ngoài HbA1c, xét nghiệm nào giúp đánh giá tức thời tình trạng đường huyết?","Đường huyết mao mạch hoặc huyết tương tại thời điểm đó, giúp bác sĩ và bệnh nhân có cơ sở điều chỉnh chế độ ăn và thuốc ngay lập tức.",Đường huyết mao mạch; Glucose huyết tương; Đường huyết tức thời; Đo đường huyết; Xét nghiệm đường huyết; Glucose máu
BỆNH LÝ ĐTĐ,Theo dõi & đánh giá đường huyết,Q0074,Tại sao cần kết hợp theo dõi HbA1c và đo đường huyết hàng ngày?,"Vì HbA1c chỉ cho thấy mức trung bình, không phát hiện được các dao động đường huyết, hạ đường huyết hoặc tăng đường huyết sau ăn mà đo hàng ngày có thể phát hiện.",HbA1c; đường huyết; theo dõi đường huyết; kiểm soát đường huyết; dao động đường huyết; hạ đường huyết; tăng đường huyết sau ăn; đánh giá glucose
